personas,45376763
varones,22273132
mujeres,23103631
fecha,fallecidos,terapia,casos_dx,diagnosticos,internados,casos_fis,casos_fis_ajustada,casos_fa
2021-10-22,10,6,1331,36714,23,1283,1306,1492
2021-10-23,12,4,743,21677,13,951,1273,724
2021-10-24,8,1,505,15274,17,889,1382,609
2021-10-25,13,9,1417,39584,26,1663,1430,1707
2021-10-26,11,5,1373,39982,33,1316,955,1545
2021-10-27,15,4,1353,35881,27,1272,795,1496
2021-10-28,18,9,1287,34679,21,1284,1189,1581
2021-10-29,11,4,1264,34103,19,1318,1151,1397
2021-10-30,5,1,848,21387,8,953,1258,800
2021-10-31,9,5,535,13724,22,786,1408,527
2021-11-01,10,7,1244,32777,21,1484,1499,1527
2021-11-02,12,3,1253,33102,19,1142,1020,1342
2021-11-03,12,4,1235,33614,19,1276,868,1448
2021-11-04,4,7,1333,32681,20,1401,1408,1534
2021-11-05,6,5,1220,30590,14,1254,1361,1399
2021-11-06,8,4,849,19352,16,995,1393,846
2021-11-07,8,6,576,13296,14,960,1492,569
2021-11-08,8,5,1342,30796,33,1573,1555,1598
2021-11-09,13,6,1316,32590,34,1490,1134,1589
2021-11-10,9,4,1450,32276,25,1491,942,1607
2021-11-11,16,8,1459,31118,19,1455,1476,1566
2021-11-12,7,6,1527,32410,19,1480,1487,1644
2021-11-13,9,6,987,20360,28,1132,1623,865
2021-11-14,4,4,556,11516,16,918,1617,574
2021-11-15,8,5,1628,33223,26,1665,1559,1769
2021-11-16,16,8,1419,30771,25,1489,1088,1705
2021-11-17,5,14,1519,32257,36,1546,958,1824
2021-11-18,9,12,1571,32947,23,1596,1029,1821
2021-11-19,16,7,1530,29510,26,1382,1834,1608
2021-11-20,15,6,952,19339,25,1270,1972,887
2021-11-21,8,9,694,12008,29,1102,1809,664
2021-11-22,6,9,862,15928,31,1258,1998,791
2021-11-23,15,10,2222,32078,32,2149,1614,2304
2021-11-24,18,9,2106,30938,22,2031,1457,2250
2021-11-25,15,12,2095,31344,40,1936,2327,2116
2021-11-26,16,8,2001,31529,34,2068,1711,2194
2021-11-27,11,8,1359,20686,18,1551,2440,1256
2021-11-28,13,8,917,13515,24,1572,2692,968
2021-11-29,14,9,2314,32058,31,2569,2433,2746
2021-11-30,16,10,2141,30535,34,1844,2102,1579
2021-12-01,11,4,2390,33280,35,2689,1867,2995
2021-12-02,17,7,2554,34366,42,2697,2973,3042
2021-12-03,17,5,2230,28620,32,2430,2838,2491
2021-12-04,16,9,1678,21264,32,2177,2089,1756
2021-12-05,14,8,1093,15377,20,1775,3112,1196
2021-12-06,16,8,2972,34911,40,3427,3869,3529
2021-12-07,19,16,3000,34614,46,3105,2578,3225
2021-12-08,12,8,1664,20048,31,2311,2393,1719
2021-12-09,17,5,3644,36684,40,3386,4272,3728
2021-12-10,11,11,3425,37063,40,4203,4724,4052
2021-12-11,22,9,2564,23258,25,2816,5204,2173
2021-12-12,24,9,1710,16683,48,3174,6055,1794
2021-12-13,13,13,4504,38449,42,5432,6574,5113
2021-12-14,12,21,4827,42504,68,5397,5151,5252
2021-12-15,24,18,5102,43699,58,6144,4783,6050
2021-12-16,19,15,5610,47720,50,6369,7723,6715
2021-12-17,19,20,5970,46191,40,6938,10382,6637
2021-12-18,16,14,4448,31402,46,5860,14045,4377
2021-12-19,16,13,3012,21492,50,6221,16359,3716
2021-12-20,21,21,9504,52625,61,11296,16242,9001
2021-12-21,15,17,11922,57167,80,12903,9749,11707
2021-12-22,22,23,16835,70599,86,15948,13144,16210
2021-12-23,26,16,19190,80116,71,18210,28487,18039
2021-12-24,24,15,14735,57001,63,17428,38550,13779
2021-12-25,22,16,7089,19475,80,14248,45962,6351
2021-12-26,21,15,14725,43845,106,22252,54347,11772
2021-12-27,31,34,37435,102756,143,40510,43165,32580
2021-12-28,35,36,50129,128052,159,47439,29953,44757
2021-12-29,33,36,59825,150890,158,49040,27826,51051
2021-12-30,45,39,63955,164322,150,52742,62378,56658
2021-12-31,26,33,46369,107266,152,40521,79100,35673
2022-01-01,34,48,20922,40515,190,42294,101457,19097
2022-01-02,44,35,38622,63581,224,48228,115126,22349
2022-01-03,57,73,107219,182237,341,95279,125147,72674
2022-01-04,52,86,129152,216337,373,103032,111450,92840
2022-01-05,66,79,148245,246074,357,107537,76983,104638
2022-01-06,71,60,142827,239381,379,111390,111683,115739
2022-01-07,79,74,140015,229835,398,112828,132997,113037
2022-01-08,98,60,86342,132006,354,107584,129375,91383
2022-01-09,80,81,64266,100486,411,79652,129059,57901
2022-01-10,134,123,174054,255849,548,126310,133747,115420
2022-01-11,141,121,160627,232942,591,134424,98482,135478
2022-01-12,183,110,155994,220820,627,124766,75301,130614
2022-01-13,201,116,138321,195860,589,118152,112466,126926
2022-01-14,272,116,135644,198572,624,116179,110322,123303
2022-01-15,320,122,79742,111381,569,92451,120617,82297
2022-01-16,301,121,59051,76812,506,74332,119486,57134
2022-01-17,306,120,142258,187575,706,118549,117067,119873
2022-01-18,278,125,133772,181672,604,110504,92549,117724
2022-01-19,297,137,121963,168337,641,114026,62774,124655
2022-01-20,300,146,112448,157995,640,109051,88313,120332
2022-01-21,312,117,101186,146864,578,101218,84147,113514
2022-01-22,316,102,56682,92208,484,81279,71665,80808
2022-01-23,285,94,34953,59579,428,55633,62149,51114
2022-01-24,353,115,92055,136491,612,84715,57902,93896
2022-01-25,330,127,73464,119994,559,80597,34066,90463
2022-01-26,307,120,63423,104071,478,66521,25627,76690
2022-01-27,322,91,53924,96216,411,55272,45493,65722
2022-01-28,315,81,46590,83301,384,49819,36775,58499
2022-01-29,277,79,24047,48043,299,28013,34475,27742
2022-01-30,278,73,15866,32605,285,22242,32446,19584
2022-01-31,238,93,45736,82506,390,44883,31528,52579
2022-02-01,253,61,32279,68694,313,35683,17285,40315
2022-02-02,286,79,30640,63362,311,32778,12806,39117
2022-02-03,259,55,25495,50624,251,29364,23822,36049
2022-02-04,221,53,23006,50551,217,27703,22696,33149
2022-02-05,226,37,11689,27779,165,14554,20578,15573
2022-02-06,185,43,6942,18282,150,11245,18446,10254
2022-02-07,222,43,20585,49193,231,23992,13177,28196
2022-02-08,174,48,16817,44133,171,22670,9002,26828
2022-02-09,164,37,15439,42651,177,19673,6311,23487
2022-02-10,148,39,14330,42404,167,17286,12716,20675
2022-02-11,161,30,10907,34160,136,11215,13285,12648
2022-02-12,121,21,6179,21720,101,7924,13639,7903
2022-02-13,136,14,3596,14648,82,6008,12088,5068
2022-02-14,137,34,12089,42062,154,13125,11723,15278
2022-02-15,111,30,11128,41001,116,13666,6283,15948
2022-02-16,114,24,10311,39848,102,13277,4747,15905
2022-02-17,99,29,9499,37675,91,11139,10647,13960
2022-02-18,76,22,8703,35759,95,10565,13873,12862
2022-02-19,86,17,4008,20225,73,5459,8764,5392
2022-02-20,99,14,2910,13966,40,4516,7822,3964
2022-02-21,82,19,8459,38792,88,10795,7414,12960
2022-02-22,73,9,7201,38427,61,13666,3826,15816
2022-02-23,63,11,6937,35601,53,8168,3400,10617
2022-02-24,75,11,5568,32128,68,6944,3451,9334
2022-02-25,52,8,5025,31463,38,6461,2774,8533
2022-02-26,45,7,2605,17232,26,3131,6426,3744
2022-02-27,53,6,1818,12669,35,3411,6639,3418
2022-02-28,33,9,2263,16414,33,4056,6380,3582
2022-03-01,36,9,1977,16729,37,3728,3505,3020
2022-03-02,42,11,5431,38947,41,7241,3019,8720
2022-03-03,37,12,4980,38641,31,6763,5385,8389
2022-03-04,42,3,4595,36763,27,6079,4752,7635
2022-03-05,18,6,2010,21440,18,3189,5058,3186
2022-03-06,29,3,1361,14077,24,2836,5026,2157
2022-03-07,26,10,4542,37474,31,5718,4378,6847
2022-03-08,24,7,3481,33729,19,4817,2565,5530
2022-03-09,38,3,3706,33833,29,4650,1908,6001
2022-03-10,29,5,3614,30982,23,4426,3778,5797
2022-03-11,14,4,3039,29499,26,3674,3464,4733
2022-03-12,14,2,1302,17423,12,2168,3691,2014
2022-03-13,21,2,863,12450,17,1878,4228,1278
2022-03-14,21,7,3559,35172,27,3922,12828,5092
2022-03-15,13,4,3537,36148,21,3363,1591,4475
2022-03-16,12,5,3101,33034,26,3349,1531,4267
2022-03-17,13,2,2485,29132,22,3629,2879,4733
2022-03-18,11,9,2252,24600,21,12183,2892,13047
2022-03-19,15,3,1004,14151,14,1199,2451,1312
2022-03-20,9,1,603,9588,15,1425,1224,1203
2022-03-21,11,4,1995,26973,14,2914,2008,3630
2022-03-22,14,3,1773,25052,16,2890,1119,3745
2022-03-23,8,1,1583,24842,19,2356,788,3140
2022-03-24,4,3,769,11550,13,1012,2347,1083
2022-03-25,5,4,1531,19920,23,1908,2133,2567
2022-03-26,9,0,742,11845,10,1070,2342,1228
2022-03-27,9,0,476,9208,8,815,2036,674
2022-03-28,9,1,1655,23116,14,2457,1264,3005
2022-03-29,9,5,1531,21770,11,2083,713,2600
2022-03-30,10,2,1378,19521,11,2231,525,2712
2022-03-31,13,3,1303,16880,8,1874,1649,2384
2022-04-01,18,2,920,15933,6,1157,1342,1354
2022-04-02,9,4,455,9063,11,655,1527,559
2022-04-03,10,1,344,6949,5,574,1417,463
2022-04-04,9,5,1163,18017,22,1757,1382,2112
2022-04-05,9,2,1043,16899,13,1333,777,1639
2022-04-06,8,1,1214,16818,11,1499,540,1838
2022-04-07,10,4,989,14691,17,1329,1398,1755
2022-04-08,6,2,984,13328,16,1277,1289,1564
2022-04-09,7,3,410,8271,8,742,1297,698
2022-04-10,3,0,424,6603,8,516,989,435
2022-04-11,7,4,1146,15096,14,1418,560,1707
2022-04-12,6,1,892,12853,17,1294,569,1630
2022-04-13,5,4,996,11834,11,1265,512,1528
2022-04-14,5,3,614,6896,7,993,1795,1007
2022-04-15,3,0,380,4845,4,570,1425,484
2022-04-16,4,0,429,5798,10,649,1641,543
2022-04-17,5,3,361,4775,7,625,1535,475
2022-04-18,0,3,1415,13190,11,1906,1426,2211
2022-04-19,5,2,1178,12058,13,1497,840,1875
2022-04-20,7,1,1163,11490,18,1632,588,1791
2022-04-21,6,4,1117,10874,18,1425,1456,1733
2022-04-22,5,1,832,8877,4,1354,1544,1557
2022-04-23,2,0,577,5822,7,822,1658,794
2022-04-24,3,3,363,4407,10,678,1849,472
2022-04-25,5,1,1266,10990,9,1639,1977,1755
2022-04-26,4,2,1243,10507,12,1606,1005,1905
2022-04-27,8,7,1399,10501,15,1680,736,1891
2022-04-28,5,0,1579,10063,6,1763,2259,1969
2022-04-29,3,1,1356,8868,9,1950,2347,1966
2022-04-30,4,3,815,5091,9,1098,2725,882
2022-05-01,1,2,638,3494,11,1067,3048,640
2022-05-02,4,3,2000,10617,14,2697,3120,2458
2022-05-03,7,3,2126,10834,18,2712,2249,2546
2022-05-04,3,2,2524,12322,20,3029,1824,2962
2022-05-05,5,5,3077,12454,21,3256,4730,3166
2022-05-06,5,2,3051,12170,20,3227,4908,3314
2022-05-07,4,1,2136,7689,16,2534,5266,1958
2022-05-08,5,4,1794,6038,17,2243,5579,1477
2022-05-09,3,5,5027,17300,28,5210,5297,5191
2022-05-10,5,0,5014,17417,26,5465,3803,5324
2022-05-11,1,4,5469,18872,36,5399,3178,5598
2022-05-12,4,2,5661,18098,26,5545,6193,5866
2022-05-13,5,2,5595,18218,21,5087,5939,5313
2022-05-14,5,7,3189,10123,18,3578,3264,3175
2022-05-15,5,4,2569,7539,25,3448,8009,2697
2022-05-16,7,6,6377,19972,31,6689,7659,6793
2022-05-17,4,6,5969,19047,32,6437,4835,6347
2022-05-18,4,9,3071,8766,35,3554,3875,2759
2022-05-19,8,7,8670,23517,33,8111,8859,8449
2022-05-20,4,6,7511,23199,26,7820,7602,7891
2022-05-21,5,4,4480,13723,33,4717,4345,4364
2022-05-22,6,7,3176,9120,39,3961,7835,3234
2022-05-23,7,11,9587,27332,56,8993,7518,9894
2022-05-24,7,4,8249,25317,36,7503,4427,7969
2022-05-25,8,3,3388,10473,28,4214,3330,3745
2022-05-26,13,5,8238,22940,51,7524,7449,8553
2022-05-27,12,6,6908,20671,42,7091,6652,7601
2022-05-28,8,6,3684,10695,35,3952,5699,3825
2022-05-29,11,4,2862,7823,21,3087,6036,2546
2022-05-30,6,8,7008,19995,34,7497,5543,8238
2022-05-31,14,6,6167,19516,39,6451,2871,7029
2022-06-01,8,2,5868,17653,34,5304,711,6078
2022-06-02,3,3,5202,15930,23,5389,400,6271
2022-06-03,2,0,4082,13478,18,4467,131,5664
2022-06-04,1,1,1684,5500,3,1929,13,2462
2022-06-05,0,0,0,0,0,0,0,0
